,Modelo,Pooling,out_emb_size,epochs,qtd_layers,nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC,Avg_with_SST5,Avg_without_SST5
171,roberta-base,AVG_LYR-7,torch.Size([768]),1,12,0,84.69,88.7,94.58,87.94,89.22,49.41,82.7,67.54,80.5975,85.05285714285715
172,roberta-base,SUM_LYR-7,torch.Size([768]),1,12,0,83.77,88.33,94.57,87.96,88.99,46.87,85.29,67.62,80.425,85.21857142857142
173,roberta-base,MAX_LYR-7,torch.Size([768]),1,12,0,79.95,71.28,92.3,86.7,86.47,45.5,76.25,67.54,75.74875,80.07000000000001
174,roberta-base,AVG-NS_LYR-7,torch.Size([768]),1,12,0,84.73,88.87,94.61,88.23,89.33,49.23,83.01,67.54,80.69375000000001,85.18857142857144
175,roberta-base,SUM-NS_LYR-7,torch.Size([768]),1,12,0,83.88,88.4,94.61,87.97,89.11,46.96,84.96,67.54,80.42875,85.21000000000001
176,roberta-base,MAX-NS_LYR-7,torch.Size([768]),1,12,0,79.88,71.7,92.35,86.96,86.47,45.59,77.33,67.54,75.9775,80.31857142857143
177,roberta-base,CLS+AVG_LYR-7,torch.Size([1536]),1,12,0,84.35,82.99,94.53,88.04,88.88,50.23,81.29,74.93,80.655,85.00142857142858
178,roberta-base,CLS+SUM_LYR-7,torch.Size([1536]),1,12,0,84.21,88.21,94.71,88.14,89.56,46.41,85.0,69.36,80.7,85.59857142857142
179,roberta-base,CLS+MAX_LYR-7,torch.Size([1536]),1,12,0,80.38,66.85,92.59,86.8,86.35,44.96,76.72,73.21,75.9825,80.41428571428573
180,roberta-base,CLS+AVG-NS_LYR-7,torch.Size([1536]),1,12,0,84.46,84.03,94.54,88.3,89.11,50.05,81.77,74.9,80.89500000000001,85.30142857142857
181,roberta-base,CLS+SUM-NS_LYR-7,torch.Size([1536]),1,12,0,84.14,88.23,94.73,88.16,89.45,47.23,85.69,69.38,80.87625,85.68285714285715
182,roberta-base,CLS+MAX-NS_LYR-7,torch.Size([1536]),1,12,0,80.42,67.19,92.58,87.1,86.47,46.41,77.11,73.04,76.28999999999999,80.55857142857143
183,roberta-base,DY3_LYR-7,torch.Size([2304]),1,12,0,85.32,89.11,95.18,89.22,88.76,49.86,87.2,70.88,81.94125000000001,86.52428571428572
184,roberta-base,DY3-NS_LYR-7,torch.Size([2304]),1,12,0,85.31,88.97,95.21,88.86,89.33,50.23,87.6,70.58,82.01125,86.55142857142857
185,roberta-base,DY5_LYR-7,torch.Size([3840]),1,12,0,85.34,89.38,95.34,88.65,89.22,49.68,89.27,71.07,82.24375,86.89571428571428
186,roberta-base,DY5-NS_LYR-7,torch.Size([3840]),1,12,0,85.41,90.0,95.41,68.77,89.33,48.96,88.94,71.03,79.73124999999999,84.12714285714284
187,roberta-base,CLS_LYR-8,torch.Size([768]),1,12,0,71.0,63.76,80.76,68.77,80.62,29.25,36.61,67.54,62.28875,67.00857142857143
188,roberta-base,AVG_LYR-8,torch.Size([768]),1,12,0,84.86,88.61,94.57,87.83,89.79,50.86,82.39,67.54,80.80624999999999,85.0842857142857
189,roberta-base,SUM_LYR-8,torch.Size([768]),1,12,0,84.22,88.5,94.57,87.69,89.79,46.23,84.83,67.57,80.42500000000001,85.31000000000002
190,roberta-base,MAX_LYR-8,torch.Size([768]),1,12,0,80.82,68.51,92.45,86.87,88.65,45.14,76.76,67.54,75.84249999999999,80.22857142857141
191,roberta-base,AVG-NS_LYR-8,torch.Size([768]),1,12,0,84.87,88.75,94.63,88.03,89.79,50.68,82.46,67.54,80.84375,85.15285714285713
192,roberta-base,SUM-NS_LYR-8,torch.Size([768]),1,12,0,84.18,88.56,94.62,87.7,89.68,46.96,84.87,67.54,80.51374999999999,85.30714285714285
193,roberta-base,MAX-NS_LYR-8,torch.Size([768]),1,12,0,80.83,68.86,92.55,86.96,88.19,45.5,76.65,67.54,75.88499999999999,80.22571428571428
194,roberta-base,CLS+AVG_LYR-8,torch.Size([1536]),1,12,0,84.79,83.58,94.38,87.92,89.22,50.32,80.59,75.02,80.72749999999999,85.07142857142857
195,roberta-base,CLS+SUM_LYR-8,torch.Size([1536]),1,12,0,84.42,88.82,94.55,87.78,89.79,48.68,85.51,69.31,81.10750000000002,85.74000000000001
196,roberta-base,CLS+MAX_LYR-8,torch.Size([1536]),1,12,0,80.99,67.12,92.55,86.78,88.3,47.5,76.34,73.38,76.62,80.78
197,roberta-base,CLS+AVG-NS_LYR-8,torch.Size([1536]),1,12,0,84.85,84.04,94.45,88.2,89.56,50.5,81.53,75.1,81.02875,85.39
198,roberta-base,CLS+SUM-NS_LYR-8,torch.Size([1536]),1,12,0,84.45,88.59,94.61,87.92,90.02,48.41,85.66,68.92,81.07249999999999,85.73857142857142
199,roberta-base,CLS+MAX-NS_LYR-8,torch.Size([1536]),1,12,0,81.0,67.32,92.58,86.96,87.96,47.41,76.27,73.41,76.61374999999998,80.78571428571426
200,roberta-base,DY3_LYR-8,torch.Size([2304]),1,12,0,85.6,89.28,95.32,88.94,89.22,51.95,87.47,70.56,82.29249999999999,86.62714285714287
201,roberta-base,DY3-NS_LYR-8,torch.Size([2304]),1,12,0,85.57,89.71,95.32,88.77,89.33,51.32,87.58,70.85,82.30624999999999,86.73285714285714
202,roberta-base,DY5_LYR-8,torch.Size([3840]),1,12,0,85.76,89.65,95.53,88.45,89.45,49.95,89.29,70.41,82.31125,86.9342857142857
203,roberta-base,DY5-NS_LYR-8,torch.Size([3840]),1,12,0,85.91,89.92,95.49,68.77,88.88,49.68,89.21,70.41,79.78375,84.0842857142857
204,roberta-base,CLS_LYR-9,torch.Size([768]),1,12,0,72.41,63.76,82.89,68.77,80.85,29.25,32.69,67.54,62.269999999999996,66.98714285714286
205,roberta-base,AVG_LYR-9,torch.Size([768]),1,12,0,84.54,88.13,94.66,87.35,89.45,50.77,82.87,67.54,80.66375,84.9342857142857
206,roberta-base,SUM_LYR-9,torch.Size([768]),1,12,0,83.51,87.95,94.73,87.26,90.37,45.41,84.78,67.62,80.20375,85.17428571428572
207,roberta-base,MAX_LYR-9,torch.Size([768]),1,12,0,79.88,68.26,92.33,86.22,86.81,45.78,76.5,67.54,75.41499999999999,79.64857142857143
208,roberta-base,AVG-NS_LYR-9,torch.Size([768]),1,12,0,84.47,88.31,94.68,87.6,89.45,50.86,82.74,67.54,80.70625,84.97
209,roberta-base,SUM-NS_LYR-9,torch.Size([768]),1,12,0,83.54,87.99,94.73,87.28,90.37,45.23,84.89,67.57,80.19999999999999,85.19571428571427
210,roberta-base,MAX-NS_LYR-9,torch.Size([768]),1,12,0,79.72,67.66,92.36,86.5,86.7,45.05,76.25,67.54,75.2225,79.53285714285714
211,roberta-base,CLS+AVG_LYR-9,torch.Size([1536]),1,12,0,84.32,82.66,94.52,87.31,89.33,50.23,82.02,75.47,80.7325,85.09
212,roberta-base,CLS+SUM_LYR-9,torch.Size([1536]),1,12,0,83.82,87.44,94.67,87.35,90.14,48.59,85.45,69.21,80.83375000000001,85.44000000000001
213,roberta-base,CLS+MAX_LYR-9,torch.Size([1536]),1,12,0,79.91,67.52,92.4,85.93,86.81,46.14,76.06,74.02,76.09875,80.37857142857142
214,roberta-base,CLS+AVG-NS_LYR-9,torch.Size([1536]),1,12,0,84.36,83.13,94.53,87.63,89.45,50.32,82.08,75.37,80.85875,85.22142857142856
215,roberta-base,CLS+SUM-NS_LYR-9,torch.Size([1536]),1,12,0,83.96,87.78,94.72,87.44,90.25,48.59,85.69,69.33,80.97000000000001,85.5957142857143
216,roberta-base,CLS+MAX-NS_LYR-9,torch.Size([1536]),1,12,0,79.8,67.5,92.41,86.27,86.7,45.87,76.08,73.36,75.99875,80.30285714285715
217,roberta-base,DY3_LYR-9,torch.Size([2304]),1,12,0,85.21,88.75,95.41,88.69,88.65,51.59,87.14,70.78,82.0275,86.37571428571428
218,roberta-base,DY3-NS_LYR-9,torch.Size([2304]),1,12,0,85.31,89.01,95.46,88.33,88.42,51.41,87.51,70.49,81.99249999999999,86.36142857142856
219,roberta-base,DY5_LYR-9,torch.Size([3840]),1,12,0,85.28,89.28,95.66,87.95,88.42,49.14,89.2,71.3,82.02875,86.72714285714287
220,roberta-base,DY5-NS_LYR-9,torch.Size([3840]),1,12,0,85.33,89.31,95.59,68.77,88.88,49.86,89.12,71.39,79.78125,84.05571428571429
221,roberta-base,CLS_LYR-10,torch.Size([768]),1,12,0,74.17,63.76,86.07,68.77,81.08,31.7,34.37,67.54,63.4325,67.96571428571428
222,roberta-base,AVG_LYR-10,torch.Size([768]),1,12,0,84.16,87.63,94.54,87.27,88.88,50.14,82.65,67.54,80.35125,84.66714285714285
223,roberta-base,SUM_LYR-10,torch.Size([768]),1,12,0,83.48,87.73,94.56,86.81,88.99,45.5,85.12,67.76,79.99375,84.92142857142858
224,roberta-base,MAX_LYR-10,torch.Size([768]),1,12,0,79.73,69.07,92.39,86.02,86.47,45.96,78.04,67.54,75.65249999999999,79.89428571428572
225,roberta-base,AVG-NS_LYR-10,torch.Size([768]),1,12,0,84.21,87.72,94.57,87.45,89.22,50.05,82.83,67.54,80.44874999999999,84.79142857142857
226,roberta-base,SUM-NS_LYR-10,torch.Size([768]),1,12,0,83.49,87.78,94.57,86.96,89.11,46.05,85.14,67.64,80.0925,84.95571428571428
227,roberta-base,MAX-NS_LYR-10,torch.Size([768]),1,12,0,79.81,68.86,92.35,86.24,86.47,45.87,77.4,67.54,75.5675,79.80999999999999
228,roberta-base,CLS+AVG_LYR-10,torch.Size([1536]),1,12,0,84.0,82.61,94.28,87.27,88.76,50.14,81.71,75.51,80.535,84.87714285714286
229,roberta-base,CLS+SUM_LYR-10,torch.Size([1536]),1,12,0,83.65,87.54,94.62,87.04,89.33,47.14,85.67,69.06,80.50625,85.27285714285715
230,roberta-base,CLS+MAX_LYR-10,torch.Size([1536]),1,12,0,80.13,67.57,92.56,85.73,87.5,45.5,76.21,73.94,76.14250000000001,80.52
231,roberta-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),1,12,0,83.93,83.12,94.33,87.54,88.99,50.05,82.67,75.42,80.75625,85.14285714285714
232,roberta-base,CLS+SUM-NS_LYR-10,torch.Size([1536]),1,12,0,83.63,87.76,94.66,87.17,89.33,47.23,85.71,69.04,80.56625,85.32857142857142
233,roberta-base,CLS+MAX-NS_LYR-10,torch.Size([1536]),1,12,0,80.07,68.13,92.52,86.09,87.04,45.5,76.03,73.8,76.1475,80.52571428571427
234,roberta-base,DY3_LYR-10,torch.Size([2304]),1,12,0,84.84,88.39,95.4,88.37,88.53,50.23,87.77,70.78,81.78875,86.29714285714284
235,roberta-base,DY3-NS_LYR-10,torch.Size([2304]),1,12,0,84.87,88.78,95.39,88.03,88.3,50.59,87.82,70.76,81.8175,86.27857142857144
236,roberta-base,DY5_LYR-10,torch.Size([3840]),1,12,0,84.96,88.62,95.67,87.92,88.76,47.96,89.67,71.05,81.82624999999999,86.66428571428571
237,roberta-base,DY5-NS_LYR-10,torch.Size([3840]),1,12,0,84.89,88.67,95.59,68.77,88.99,49.14,89.51,70.95,79.56375,83.91
238,roberta-base,CLS_LYR-11,torch.Size([768]),1,12,0,77.25,63.76,86.5,68.77,83.14,38.51,40.9,67.54,65.79624999999999,69.69428571428571
239,roberta-base,AVG_LYR-11,torch.Size([768]),1,12,0,83.53,86.46,94.67,86.45,88.53,49.68,81.16,67.54,79.7525,84.04857142857142
240,roberta-base,SUM_LYR-11,torch.Size([768]),1,12,0,82.76,87.88,94.5,86.13,88.65,45.05,84.5,67.64,79.63875,84.58
241,roberta-base,MAX_LYR-11,torch.Size([768]),1,12,0,78.3,68.36,92.57,85.0,85.67,43.96,77.04,67.54,74.80499999999999,79.21142857142857
242,roberta-base,AVG-NS_LYR-11,torch.Size([768]),1,12,0,83.61,86.76,94.69,86.61,88.65,49.68,81.57,67.54,79.88875,84.20428571428572
243,roberta-base,SUM-NS_LYR-11,torch.Size([768]),1,12,0,82.7,87.83,94.51,86.15,88.76,44.23,84.63,67.64,79.55625,84.60285714285715
244,roberta-base,MAX-NS_LYR-11,torch.Size([768]),1,12,0,78.48,68.52,92.56,85.17,85.55,44.32,76.08,67.54,74.7775,79.12857142857142
245,roberta-base,CLS+AVG_LYR-11,torch.Size([1536]),1,12,0,83.5,80.58,94.6,86.6,88.99,49.95,81.05,74.56,79.97874999999999,84.2685714285714
246,roberta-base,CLS+SUM_LYR-11,torch.Size([1536]),1,12,0,83.28,87.33,94.61,86.41,88.99,47.68,84.56,69.41,80.28375,84.94142857142857
247,roberta-base,CLS+MAX_LYR-11,torch.Size([1536]),1,12,0,79.5,66.8,92.93,85.22,86.7,44.6,75.97,74.07,75.72375,80.17
248,roberta-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),1,12,0,83.49,80.3,94.59,86.85,88.65,50.14,81.44,74.71,80.02125000000001,84.28999999999999
249,roberta-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),1,12,0,83.32,87.36,94.63,86.57,89.11,47.5,84.61,69.16,80.2825,84.96571428571428
250,roberta-base,CLS+MAX-NS_LYR-11,torch.Size([1536]),1,12,0,79.65,67.04,93.0,85.35,86.81,44.5,75.99,73.33,75.70875,80.16714285714285
251,roberta-base,DY3_LYR-11,torch.Size([2304]),1,12,0,84.44,87.96,95.33,88.04,87.96,49.68,86.9,70.71,81.3775,85.9057142857143
252,roberta-base,DY3-NS_LYR-11,torch.Size([2304]),1,12,0,84.4,88.3,95.36,87.44,87.73,49.68,87.6,70.58,81.38625,85.9157142857143
253,roberta-base,DY5_LYR-11,torch.Size([3840]),1,12,0,84.48,88.15,95.68,87.38,87.96,48.14,89.18,71.07,81.505,86.27142857142856
254,roberta-base,DY5-NS_LYR-11,torch.Size([3840]),1,12,0,84.23,88.46,95.68,68.77,88.19,48.68,88.55,71.2,79.22,83.58285714285715
255,roberta-base,CLS_LYR-12,torch.Size([768]),1,12,0,78.15,63.76,91.83,68.77,83.37,38.96,47.71,67.54,67.51124999999999,71.59
256,roberta-base,AVG_LYR-12,torch.Size([768]),1,12,0,81.62,81.52,93.77,84.11,86.7,48.59,76.93,67.54,77.5975,81.74142857142856
257,roberta-base,SUM_LYR-12,torch.Size([768]),1,12,0,83.37,86.81,94.86,85.47,87.61,48.68,84.28,67.59,79.83375000000001,84.28428571428572
258,roberta-base,MAX_LYR-12,torch.Size([768]),1,12,0,76.72,64.46,92.12,79.48,83.72,42.42,73.51,67.54,72.49625,76.79285714285713
259,roberta-base,AVG-NS_LYR-12,torch.Size([768]),1,12,0,81.76,81.66,93.75,85.12,86.81,48.32,78.92,67.54,77.985,82.22285714285715
260,roberta-base,SUM-NS_LYR-12,torch.Size([768]),1,12,0,83.36,86.86,94.89,85.33,87.73,48.59,84.3,67.59,79.83125,84.29428571428572
261,roberta-base,MAX-NS_LYR-12,torch.Size([768]),1,12,0,76.63,64.5,92.09,80.34,83.6,42.42,73.06,67.57,72.52625,76.82714285714285
262,roberta-base,CLS+AVG_LYR-12,torch.Size([1536]),1,12,0,81.87,70.48,93.88,83.75,87.27,48.41,77.62,74.21,77.18625,81.29714285714286
263,roberta-base,CLS+SUM_LYR-12,torch.Size([1536]),1,12,0,83.41,86.48,95.04,85.49,87.84,48.5,84.43,68.79,79.9975,84.49714285714286
264,roberta-base,CLS+MAX_LYR-12,torch.Size([1536]),1,12,0,78.73,63.97,92.87,82.6,84.4,43.32,73.4,73.45,74.0925,78.48857142857142
265,roberta-base,CLS+AVG-NS_LYR-12,torch.Size([1536]),1,12,0,81.87,71.24,93.95,84.7,87.04,48.86,78.43,74.07,77.52000000000001,81.61428571428571
266,roberta-base,CLS+SUM-NS_LYR-12,torch.Size([1536]),1,12,0,83.43,86.49,95.05,85.65,87.73,48.23,84.7,68.92,80.025,84.56714285714285
267,roberta-base,CLS+MAX-NS_LYR-12,torch.Size([1536]),1,12,0,78.72,64.0,92.93,82.97,84.29,42.96,73.11,73.55,74.06625,78.51
268,roberta-base,DY3_LYR-12,torch.Size([2304]),1,12,0,82.84,84.51,94.63,86.25,85.89,47.77,84.5,70.46,79.60625,84.15428571428572
269,roberta-base,DY3-NS_LYR-12,torch.Size([2304]),1,12,0,82.79,84.89,94.69,85.95,86.01,48.23,85.53,70.53,79.8275,84.34142857142857
270,roberta-base,DY5_LYR-12,torch.Size([3840]),1,12,0,83.14,85.26,95.11,86.33,85.78,46.32,88.02,70.93,80.11125000000001,84.93857142857142
271,roberta-base,DY5-NS_LYR-12,torch.Size([3840]),1,12,0,83.23,85.17,95.12,68.77,86.58,47.23,87.93,71.12,78.14375,82.55999999999999
272,roberta-base,CLS_SUML4L,torch.Size([768]),1,12,0,77.94,63.76,91.11,68.77,83.94,33.61,44.13,67.54,66.35,71.02714285714286
273,roberta-base,AVG_SUML4L,torch.Size([768]),1,12,0,85.11,89.3,95.39,87.57,89.79,48.77,84.79,67.54,81.0325,85.64142857142858
274,roberta-base,SUM_SUML4L,torch.Size([768]),1,12,0,80.68,86.58,93.63,85.94,89.11,43.32,82.17,67.69,78.63999999999999,83.68571428571428
275,roberta-base,MAX_SUML4L,torch.Size([768]),1,12,0,79.66,75.11,92.45,86.11,86.35,45.14,81.97,67.54,76.79124999999999,81.31285714285714
276,roberta-base,AVG-NS_SUML4L,torch.Size([768]),1,12,0,85.12,89.32,95.41,87.72,89.91,49.23,84.81,67.54,81.1325,85.68999999999998
