Modelo,Pooling,out_emb_size,Nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC
deberta-base,DY3-NS_LYR-9,torch.Size([2304]),0,"{'devacc': np.float64(87.42), 'acc': np.float64(86.1), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.99), 'acc': np.float64(89.99), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.73), 'acc': np.float64(95.04), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.86), 'acc': 91.43, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(53.5), 'acc': 52.67, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.63), 'acc': 91.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.08), 'acc': 68.0, 'f1': 76.53, 'ndev': 4076, 'ntest': 1725}"
deberta-base,DY5_LYR-9,torch.Size([3840]),0,"{'devacc': np.float64(87.55), 'acc': np.float64(86.96), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.41), 'acc': np.float64(89.91), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(96.09), 'acc': np.float64(95.64), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.17), 'acc': 90.77, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.68), 'acc': 50.32, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.56), 'acc': 84.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.96), 'acc': 65.74, 'f1': 75.16, 'ndev': 4076, 'ntest': 1725}"
deberta-base,DY5-NS_LYR-9,torch.Size([3840]),0,"{'devacc': np.float64(87.52), 'acc': np.float64(86.79), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.39), 'acc': np.float64(90.81), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(96.1), 'acc': np.float64(95.83), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(49.08), 'acc': 50.08, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.23), 'acc': 50.59, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.54), 'acc': 94.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.61), 'acc': 69.39, 'f1': 79.05, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(63.07), 'acc': np.float64(67.0), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.76), 'acc': np.float64(63.76), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(62.58), 'acc': np.float64(67.9), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(50.92), 'acc': 49.92, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(26.25), 'acc': 28.64, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(24.56), 'acc': 19.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
deberta-base,AVG_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(87.25), 'acc': np.float64(86.81), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.09), 'acc': np.float64(89.09), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.04), 'acc': np.float64(94.15), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(90.04), 'acc': np.float64(89.02), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.17), 'acc': 92.42, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.86), 'acc': 53.44, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.25), 'acc': 90.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(75.0), 'acc': 74.84, 'f1': 83.26, 'ndev': 4076, 'ntest': 1725}"
deberta-base,SUM_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(86.48), 'acc': np.float64(85.87), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(89.69), 'acc': np.float64(89.4), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.9), 'acc': np.float64(94.27), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.89), 'acc': np.float64(89.45), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.74), 'acc': 92.37, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(49.41), 'acc': 49.95, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.13), 'acc': 94.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.87), 'acc': 66.49, 'f1': 73.51, 'ndev': 4076, 'ntest': 1725}"
deberta-base,MAX_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(84.65), 'acc': np.float64(83.91), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(76.39), 'acc': np.float64(81.86), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.75), 'acc': np.float64(92.24), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.18), 'acc': np.float64(89.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.42), 'acc': 90.33, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.86), 'acc': 49.64, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(78.54), 'acc': 87.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.26), 'acc': 71.3, 'f1': 80.29, 'ndev': 4076, 'ntest': 1725}"
deberta-base,AVG-NS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(87.26), 'acc': np.float64(86.8), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.09), 'acc': np.float64(89.11), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.09), 'acc': np.float64(94.42), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(90.41), 'acc': np.float64(89.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.06), 'acc': 92.42, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.77), 'acc': 52.26, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.14), 'acc': 90.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(75.25), 'acc': 75.13, 'f1': 83.34, 'ndev': 4076, 'ntest': 1725}"
deberta-base,SUM-NS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(86.4), 'acc': np.float64(85.75), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(89.85), 'acc': np.float64(89.14), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.88), 'acc': np.float64(94.35), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(90.09), 'acc': np.float64(89.63), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.63), 'acc': 92.31, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.32), 'acc': 49.19, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.21), 'acc': 94.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.6), 'acc': 67.83, 'f1': 75.54, 'ndev': 4076, 'ntest': 1725}"
deberta-base,MAX-NS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(84.64), 'acc': np.float64(83.9), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(76.4), 'acc': np.float64(82.28), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.76), 'acc': np.float64(92.25), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.46), 'acc': np.float64(89.15), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.42), 'acc': 90.44, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.86), 'acc': 49.73, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(78.6), 'acc': 87.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.26), 'acc': 71.3, 'f1': 80.29, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+AVG_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(87.28), 'acc': np.float64(86.81), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.44), 'acc': np.float64(89.93), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.1), 'acc': np.float64(94.4), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.95), 'acc': np.float64(89.16), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.4), 'acc': 92.37, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.41), 'acc': 52.76, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.16), 'acc': 90.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.66), 'acc': 74.96, 'f1': 83.37, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+SUM_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(87.21), 'acc': np.float64(86.85), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.29), 'acc': np.float64(90.07), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.64), 'acc': np.float64(94.56), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.81), 'acc': np.float64(89.45), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(92.09), 'acc': 92.15, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(50.5), 'acc': 51.31, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.88), 'acc': 96.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.6), 'acc': 67.65, 'f1': 74.61, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+MAX_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(84.71), 'acc': np.float64(84.14), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(82.24), 'acc': np.float64(81.51), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.98), 'acc': np.float64(92.24), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.04), 'acc': np.float64(88.64), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.99), 'acc': 90.17, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.23), 'acc': 49.64, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(78.54), 'acc': 88.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.14), 'acc': 72.46, 'f1': 79.92, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(87.22), 'acc': np.float64(86.61), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.57), 'acc': np.float64(89.88), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.12), 'acc': np.float64(94.44), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(90.37), 'acc': np.float64(89.97), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.17), 'acc': 92.2, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.41), 'acc': 52.81, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.25), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.9), 'acc': 75.3, 'f1': 83.53, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+SUM-NS_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(87.17), 'acc': np.float64(86.02), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.28), 'acc': np.float64(90.2), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.64), 'acc': np.float64(94.95), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(90.05), 'acc': np.float64(89.75), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.86), 'acc': 92.15, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(50.5), 'acc': 51.13, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.08), 'acc': 96.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.47), 'acc': 72.12, 'f1': 79.75, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+MAX-NS_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(84.7), 'acc': np.float64(84.15), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(82.27), 'acc': np.float64(83.18), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.98), 'acc': np.float64(92.24), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.25), 'acc': np.float64(89.16), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.99), 'acc': 90.12, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.23), 'acc': 49.64, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(78.43), 'acc': 88.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.14), 'acc': 72.46, 'f1': 79.92, 'ndev': 4076, 'ntest': 1725}"
deberta-base,DY3_LYR-10,torch.Size([2304]),0,"{'devacc': np.float64(87.9), 'acc': np.float64(87.27), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.32), 'acc': np.float64(90.6), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.92), 'acc': np.float64(95.27), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(90.39), 'acc': np.float64(89.62), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.17), 'acc': 91.54, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(53.22), 'acc': 53.08, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.27), 'acc': 87.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.28), 'acc': 68.23, 'f1': 78.27, 'ndev': 4076, 'ntest': 1725}"
deberta-base,DY3-NS_LYR-10,torch.Size([2304]),0,"{'devacc': np.float64(87.93), 'acc': np.float64(86.74), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.41), 'acc': np.float64(90.68), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.85), 'acc': np.float64(95.09), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.4), 'acc': 91.65, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(53.5), 'acc': 53.21, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.55), 'acc': 91.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.86), 'acc': 68.0, 'f1': 76.21, 'ndev': 4076, 'ntest': 1725}"
deberta-base,DY5_LYR-10,torch.Size([3840]),0,"{'devacc': np.float64(88.09), 'acc': np.float64(87.49), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(92.29), 'acc': np.float64(91.07), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(96.17), 'acc': np.float64(96.01), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.17), 'acc': 91.54, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.13), 'acc': 51.18, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.54), 'acc': 85.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.96), 'acc': 68.06, 'f1': 76.8, 'ndev': 4076, 'ntest': 1725}"
deberta-base,DY5-NS_LYR-10,torch.Size([3840]),0,"{'devacc': np.float64(88.03), 'acc': np.float64(87.33), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(91.92), 'acc': np.float64(91.13), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(96.0), 'acc': np.float64(95.89), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(49.08), 'acc': 50.08, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(52.77), 'acc': 50.72, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.22), 'acc': 94.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.76), 'acc': 69.22, 'f1': 79.27, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(77.55), 'acc': np.float64(77.63), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.76), 'acc': np.float64(63.76), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(87.42), 'acc': np.float64(85.94), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(71.8), 'acc': np.float64(72.41), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(82.68), 'acc': 84.29, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(38.15), 'acc': 39.86, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(37.82), 'acc': 35.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(68.16), 'acc': 66.2, 'f1': 79.52, 'ndev': 4076, 'ntest': 1725}"
deberta-base,AVG_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(86.79), 'acc': np.float64(86.32), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.71), 'acc': np.float64(88.24), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.76), 'acc': np.float64(94.35), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.02), 'acc': np.float64(88.5), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(90.94), 'acc': 92.59, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(51.95), 'acc': 52.26, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.43), 'acc': 90.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.48), 'acc': 72.75, 'f1': 82.21, 'ndev': 4076, 'ntest': 1725}"
deberta-base,SUM_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(87.17), 'acc': np.float64(86.26), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(89.03), 'acc': np.float64(88.05), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.85), 'acc': np.float64(94.34), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.61), 'acc': np.float64(89.27), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.51), 'acc': 92.04, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.59), 'acc': 49.5, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.78), 'acc': 94.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.9), 'acc': 69.91, 'f1': 77.7, 'ndev': 4076, 'ntest': 1725}"
deberta-base,MAX_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(82.01), 'acc': np.float64(81.21), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(65.88), 'acc': np.float64(68.51), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(91.85), 'acc': np.float64(91.51), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.63), 'acc': np.float64(87.67), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.27), 'acc': 89.9, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.87), 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(73.79), 'acc': 83.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.94), 'acc': 71.88, 'f1': 79.58, 'ndev': 4076, 'ntest': 1725}"
deberta-base,AVG-NS_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(86.86), 'acc': np.float64(85.39), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.78), 'acc': np.float64(87.26), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.8), 'acc': np.float64(94.09), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.81), 'acc': np.float64(88.99), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(90.83), 'acc': 92.31, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(51.95), 'acc': 52.22, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(79.9), 'acc': 86.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.04), 'acc': 72.87, 'f1': 82.19, 'ndev': 4076, 'ntest': 1725}"
deberta-base,SUM-NS_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(86.98), 'acc': np.float64(86.57), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.96), 'acc': np.float64(88.34), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.89), 'acc': np.float64(94.56), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.8), 'acc': np.float64(89.51), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.63), 'acc': 92.04, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.96), 'acc': 50.18, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.94), 'acc': 94.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.87), 'acc': 70.03, 'f1': 77.76, 'ndev': 4076, 'ntest': 1725}"
deberta-base,MAX-NS_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(82.05), 'acc': np.float64(81.07), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(66.03), 'acc': np.float64(66.28), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(91.78), 'acc': np.float64(91.42), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.13), 'acc': np.float64(88.42), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.27), 'acc': 90.12, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.87), 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(73.84), 'acc': 83.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.9), 'acc': 71.83, 'f1': 79.53, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+AVG_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(86.78), 'acc': np.float64(85.97), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.93), 'acc': np.float64(88.21), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.85), 'acc': np.float64(94.25), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.03), 'acc': np.float64(88.83), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(91.17), 'acc': 92.53, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(50.23), 'acc': 50.23, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.48), 'acc': 88.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.82), 'acc': 74.2, 'f1': 82.58, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+SUM_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(87.41), 'acc': np.float64(87.31), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.69), 'acc': np.float64(90.09), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.46), 'acc': np.float64(94.91), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.36), 'acc': np.float64(88.71), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(92.55), 'acc': 92.26, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(49.95), 'acc': 51.95, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.07), 'acc': 93.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.48), 'acc': 67.71, 'f1': 80.18, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+MAX_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(82.6), 'acc': np.float64(81.97), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(73.38), 'acc': np.float64(70.83), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.32), 'acc': np.float64(91.27), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.41), 'acc': np.float64(87.62), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.3), 'acc': 90.72, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.6), 'acc': 46.88, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(74.54), 'acc': 84.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.99), 'acc': 71.71, 'f1': 79.58, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(86.81), 'acc': np.float64(85.9), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(89.1), 'acc': np.float64(88.08), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.89), 'acc': np.float64(94.36), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.64), 'acc': np.float64(89.44), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(90.94), 'acc': 92.15, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(50.41), 'acc': 50.23, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.72), 'acc': 90.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.17), 'acc': 72.58, 'f1': 82.36, 'ndev': 4076, 'ntest': 1725}"
deberta-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(87.36), 'acc': np.float64(86.99), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(90.53), 'acc': np.float64(90.28), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.44), 'acc': np.float64(94.96), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.58), 'acc': np.float64(89.03), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(92.55), 'acc': 92.04, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(50.05), 'acc': 51.58, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.09), 'acc': 94.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.26), 'acc': 69.97, 'f1': 79.31, 'ndev': 4076, 'ntest': 1725}"
